date,beach_id,site,enterococci,water_temp_c,synthetic_flag,source_class
2025-12-10,balmoral,Balmoral,4,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-11,palm-beach,Palm Beach,9,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-11,north-steyne,North Steyne,15,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-11,bondi,Bondi,2,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-11,coogee,Coogee,11,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-11,cronulla,Cronulla,9,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-11,balmoral,Balmoral,25,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-12,palm-beach,Palm Beach,31,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-12,north-steyne,North Steyne,5,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-12,bondi,Bondi,3,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-12,coogee,Coogee,9,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-12,cronulla,Cronulla,9,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-12,balmoral,Balmoral,8,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-13,palm-beach,Palm Beach,1,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-13,north-steyne,North Steyne,15,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-13,bondi,Bondi,10,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-13,coogee,Coogee,18,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-13,cronulla,Cronulla,13,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-13,balmoral,Balmoral,3,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-14,palm-beach,Palm Beach,19,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-14,north-steyne,North Steyne,8,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-14,bondi,Bondi,1,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-14,coogee,Coogee,18,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-14,cronulla,Cronulla,6,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-14,balmoral,Balmoral,2,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-15,palm-beach,Palm Beach,2,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-15,north-steyne,North Steyne,2,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-15,bondi,Bondi,17,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-15,coogee,Coogee,17,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-15,cronulla,Cronulla,7,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-15,balmoral,Balmoral,10,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-16,palm-beach,Palm Beach,16,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-16,north-steyne,North Steyne,34,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-16,bondi,Bondi,13,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-16,coogee,Coogee,4,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-16,cronulla,Cronulla,1,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-16,balmoral,Balmoral,1,16.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-17,palm-beach,Palm Beach,16,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-17,north-steyne,North Steyne,8,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-17,bondi,Bondi,40,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-17,coogee,Coogee,15,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-17,cronulla,Cronulla,3,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-17,balmoral,Balmoral,2,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-18,palm-beach,Palm Beach,10,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-18,north-steyne,North Steyne,7,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-18,bondi,Bondi,10,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-18,coogee,Coogee,4,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-18,cronulla,Cronulla,12,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-18,balmoral,Balmoral,4,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-19,palm-beach,Palm Beach,18,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-19,north-steyne,North Steyne,2,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-19,bondi,Bondi,14,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-19,coogee,Coogee,3,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-19,cronulla,Cronulla,31,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-19,balmoral,Balmoral,3,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-20,palm-beach,Palm Beach,55,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-20,north-steyne,North Steyne,9,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-20,bondi,Bondi,20,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-20,coogee,Coogee,7,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-20,cronulla,Cronulla,18,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-20,balmoral,Balmoral,9,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-21,palm-beach,Palm Beach,3,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-21,north-steyne,North Steyne,15,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-21,bondi,Bondi,1,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-21,coogee,Coogee,4,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-21,cronulla,Cronulla,4,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-21,balmoral,Balmoral,10,16.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-22,palm-beach,Palm Beach,14,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-22,north-steyne,North Steyne,7,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-22,bondi,Bondi,34,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-22,coogee,Coogee,24,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-22,cronulla,Cronulla,7,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-22,balmoral,Balmoral,2,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-23,palm-beach,Palm Beach,4,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-23,north-steyne,North Steyne,2,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-23,bondi,Bondi,2,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-23,coogee,Coogee,9,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-23,cronulla,Cronulla,3,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-23,balmoral,Balmoral,10,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-24,palm-beach,Palm Beach,7,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-24,north-steyne,North Steyne,11,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-24,bondi,Bondi,3,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-24,coogee,Coogee,2,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-24,cronulla,Cronulla,15,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-24,balmoral,Balmoral,18,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-25,palm-beach,Palm Beach,4,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-25,north-steyne,North Steyne,14,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-25,bondi,Bondi,0,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-25,coogee,Coogee,1,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-25,cronulla,Cronulla,1,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-25,balmoral,Balmoral,5,16.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-26,palm-beach,Palm Beach,9,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-26,north-steyne,North Steyne,25,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-26,bondi,Bondi,11,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-26,coogee,Coogee,1,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-26,cronulla,Cronulla,60,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-26,balmoral,Balmoral,0,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-27,palm-beach,Palm Beach,10,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-27,north-steyne,North Steyne,5,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-27,bondi,Bondi,9,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-27,coogee,Coogee,18,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-27,cronulla,Cronulla,6,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-27,balmoral,Balmoral,16,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-28,palm-beach,Palm Beach,2,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-28,north-steyne,North Steyne,46,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-28,bondi,Bondi,4,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-28,coogee,Coogee,3,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-28,cronulla,Cronulla,13,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-28,balmoral,Balmoral,7,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-29,palm-beach,Palm Beach,177,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-29,north-steyne,North Steyne,2,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-29,bondi,Bondi,6,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-29,coogee,Coogee,5,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-29,cronulla,Cronulla,16,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-29,balmoral,Balmoral,1,16.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-30,palm-beach,Palm Beach,33,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-30,north-steyne,North Steyne,15,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-30,bondi,Bondi,14,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-30,coogee,Coogee,2,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-30,cronulla,Cronulla,2,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-30,balmoral,Balmoral,3,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-31,palm-beach,Palm Beach,3,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-31,north-steyne,North Steyne,1,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-31,bondi,Bondi,0,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-31,coogee,Coogee,4,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-31,cronulla,Cronulla,8,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-12-31,balmoral,Balmoral,2,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-01,palm-beach,Palm Beach,2,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-01,north-steyne,North Steyne,27,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-01,bondi,Bondi,14,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-01,coogee,Coogee,7,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-01,cronulla,Cronulla,18,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-01,balmoral,Balmoral,6,16.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-02,palm-beach,Palm Beach,70,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-02,north-steyne,North Steyne,3,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-02,bondi,Bondi,2,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-02,coogee,Coogee,2,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-02,cronulla,Cronulla,16,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-02,balmoral,Balmoral,17,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-03,palm-beach,Palm Beach,60,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-03,north-steyne,North Steyne,15,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-03,bondi,Bondi,14,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-03,coogee,Coogee,3,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-03,cronulla,Cronulla,9,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-03,balmoral,Balmoral,8,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-04,palm-beach,Palm Beach,7,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-04,north-steyne,North Steyne,2,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-04,bondi,Bondi,6,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-04,coogee,Coogee,2,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-04,cronulla,Cronulla,8,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-04,balmoral,Balmoral,10,16.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-05,palm-beach,Palm Beach,1,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-05,north-steyne,North Steyne,20,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-05,bondi,Bondi,4,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-05,coogee,Coogee,13,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-05,cronulla,Cronulla,1,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-05,balmoral,Balmoral,12,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-06,palm-beach,Palm Beach,6,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-06,north-steyne,North Steyne,11,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-06,bondi,Bondi,19,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-06,coogee,Coogee,3,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-06,cronulla,Cronulla,11,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-06,balmoral,Balmoral,7,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-07,palm-beach,Palm Beach,2,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-07,north-steyne,North Steyne,3,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-07,bondi,Bondi,5,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-07,coogee,Coogee,4,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-07,cronulla,Cronulla,11,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-07,balmoral,Balmoral,11,16.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-08,palm-beach,Palm Beach,5,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-08,north-steyne,North Steyne,15,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-08,bondi,Bondi,27,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-08,coogee,Coogee,26,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-08,cronulla,Cronulla,4,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-08,balmoral,Balmoral,4,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-09,palm-beach,Palm Beach,4,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-09,north-steyne,North Steyne,6,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-09,bondi,Bondi,22,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-09,coogee,Coogee,7,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-09,cronulla,Cronulla,1,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-09,balmoral,Balmoral,113,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-10,palm-beach,Palm Beach,5,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-10,north-steyne,North Steyne,3,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-10,bondi,Bondi,3,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-10,coogee,Coogee,24,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-10,cronulla,Cronulla,54,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-10,balmoral,Balmoral,5,16.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-11,palm-beach,Palm Beach,5,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-11,north-steyne,North Steyne,38,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-11,bondi,Bondi,29,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-11,coogee,Coogee,6,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-11,cronulla,Cronulla,4,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-11,balmoral,Balmoral,8,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-12,palm-beach,Palm Beach,1,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-12,north-steyne,North Steyne,1,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-12,bondi,Bondi,0,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-12,coogee,Coogee,27,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-12,cronulla,Cronulla,8,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-12,balmoral,Balmoral,5,16.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-13,palm-beach,Palm Beach,12,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-13,north-steyne,North Steyne,11,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-13,bondi,Bondi,3,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-13,coogee,Coogee,11,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-13,cronulla,Cronulla,24,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-13,balmoral,Balmoral,3,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-14,palm-beach,Palm Beach,1,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-14,north-steyne,North Steyne,0,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-14,bondi,Bondi,5,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-14,coogee,Coogee,1,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-14,cronulla,Cronulla,8,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-14,balmoral,Balmoral,17,17.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-15,palm-beach,Palm Beach,2,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-15,north-steyne,North Steyne,2,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-15,bondi,Bondi,15,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-15,coogee,Coogee,18,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-15,cronulla,Cronulla,5,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-15,balmoral,Balmoral,4,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-16,palm-beach,Palm Beach,1,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-16,north-steyne,North Steyne,0,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-16,bondi,Bondi,13,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-16,coogee,Coogee,7,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-16,cronulla,Cronulla,48,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-16,balmoral,Balmoral,9,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-17,palm-beach,Palm Beach,2,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-17,north-steyne,North Steyne,7,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-17,bondi,Bondi,4,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-17,coogee,Coogee,5,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-17,cronulla,Cronulla,10,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-17,balmoral,Balmoral,3,17.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-18,palm-beach,Palm Beach,10,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-18,north-steyne,North Steyne,21,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-18,bondi,Bondi,10,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-18,coogee,Coogee,7,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-18,cronulla,Cronulla,3,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-18,balmoral,Balmoral,4,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-19,palm-beach,Palm Beach,1,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-19,north-steyne,North Steyne,1,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-19,bondi,Bondi,13,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-19,coogee,Coogee,1,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-19,cronulla,Cronulla,7,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-19,balmoral,Balmoral,10,17.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-20,palm-beach,Palm Beach,23,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-20,north-steyne,North Steyne,17,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-20,bondi,Bondi,5,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-20,coogee,Coogee,50,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-20,cronulla,Cronulla,14,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-20,balmoral,Balmoral,9,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-21,palm-beach,Palm Beach,17,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-21,north-steyne,North Steyne,15,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-21,bondi,Bondi,4,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-21,coogee,Coogee,11,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-21,cronulla,Cronulla,27,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-21,balmoral,Balmoral,11,17.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-22,palm-beach,Palm Beach,1,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-22,north-steyne,North Steyne,27,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-22,bondi,Bondi,25,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-22,coogee,Coogee,13,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-22,cronulla,Cronulla,10,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-22,balmoral,Balmoral,7,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-23,palm-beach,Palm Beach,3,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-23,north-steyne,North Steyne,5,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-23,bondi,Bondi,18,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-23,coogee,Coogee,3,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-23,cronulla,Cronulla,0,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-23,balmoral,Balmoral,35,17.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-24,palm-beach,Palm Beach,2,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-24,north-steyne,North Steyne,9,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-24,bondi,Bondi,63,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-24,coogee,Coogee,23,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-24,cronulla,Cronulla,3,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-24,balmoral,Balmoral,4,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-25,palm-beach,Palm Beach,16,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-25,north-steyne,North Steyne,24,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-25,bondi,Bondi,10,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-25,coogee,Coogee,20,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-25,cronulla,Cronulla,28,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-25,balmoral,Balmoral,6,17.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-26,palm-beach,Palm Beach,10,17.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-26,north-steyne,North Steyne,19,17.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2026-01-26,bondi,Bondi,4,17.6,true,SYNTHETIC_ENGINEERING_FIXTURE
